Sat Feb  9 15:37:56 IST 2019 Starting master on big-vm
2019-02-09 15:38:12,823 INFO  [RegionOpenAndInitThread-hbase:namespace-1] regionserver.HRegion: Closed hbase:namespace,,1549706892328.5b7f1959861ab63a942963d7ed15e66b.
2019-02-09 15:38:13,112 INFO  [ProcedureExecutor-0] hbase.MetaTableAccessor: Added 1
2019-02-09 15:38:13,216 INFO  [ProcedureExecutor-0] zookeeper.ZKTableStateManager: Moving table hbase:namespace state from null to ENABLING
2019-02-09 15:38:13,249 INFO  [ProcedureExecutor-0] master.AssignmentManager: Assigning 1 region(s) to tech-vm,16201,1549706880947
2019-02-09 15:38:13,275 INFO  [ProcedureExecutor-0] master.RegionStates: Transition {5b7f1959861ab63a942963d7ed15e66b state=OFFLINE, ts=1549706893253, server=null} to {5b7f1959861ab63a942963d7ed15e66b state=PENDING_OPEN, ts=1549706893275, server=tech-vm,16201,1549706880947}
2019-02-09 15:38:13,312 INFO  [ProcedureExecutor-0] zookeeper.ZKTableStateManager: Moving table hbase:namespace state from ENABLING to ENABLED
2019-02-09 15:38:13,372 INFO  [AM.ZK.Worker-pool2-t5] master.RegionStates: Transition {5b7f1959861ab63a942963d7ed15e66b state=PENDING_OPEN, ts=1549706893275, server=tech-vm,16201,1549706880947} to {5b7f1959861ab63a942963d7ed15e66b state=OPENING, ts=1549706893372, server=tech-vm,16201,1549706880947}
2019-02-09 15:38:13,550 INFO  [AM.ZK.Worker-pool2-t6] master.RegionStates: Transition {5b7f1959861ab63a942963d7ed15e66b state=OPENING, ts=1549706893372, server=tech-vm,16201,1549706880947} to {5b7f1959861ab63a942963d7ed15e66b state=OPEN, ts=1549706893550, server=tech-vm,16201,1549706880947}
2019-02-09 15:38:13,859 INFO  [tech-vm:16000.activeMasterManager] master.HMaster: Master has completed initialization
2019-02-09 15:38:13,871 INFO  [tech-vm:16000.activeMasterManager] quotas.MasterQuotaManager: Quota support disabled
2019-02-09 15:38:13,874 INFO  [tech-vm:16000.activeMasterManager] zookeeper.ZooKeeperWatcher: not a secure deployment, proceeding
2019-02-09 15:38:35,600 INFO  [WALProcedureStoreSyncThread] wal.WALProcedureStore: Remove log: file:/tmp/MasterProcWALs/state-00000000000000000001.log
2019-02-09 15:38:35,600 INFO  [WALProcedureStoreSyncThread] wal.WALProcedureStore: Removed logs: [file:/tmp/MasterProcWALs/state-00000000000000000002.log]
2019-02-09 15:43:04,811 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=819.83 KB, freeSize=778.70 MB, max=779.50 MB, blockCount=0, accesses=0, hits=0, hitRatio=0, cachingAccesses=0, cachingHits=0, cachingHitsRatio=0,evictions=29, evicted=0, evictedPerRun=0.0
2019-02-09 15:48:04,811 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=819.83 KB, freeSize=778.70 MB, max=779.50 MB, blockCount=0, accesses=0, hits=0, hitRatio=0, cachingAccesses=0, cachingHits=0, cachingHitsRatio=0,evictions=59, evicted=0, evictedPerRun=0.0
2019-02-09 15:53:04,811 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=819.83 KB, freeSize=778.70 MB, max=779.50 MB, blockCount=0, accesses=0, hits=0, hitRatio=0, cachingAccesses=0, cachingHits=0, cachingHitsRatio=0,evictions=89, evicted=0, evictedPerRun=0.0
2019-02-09 15:58:04,811 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=819.83 KB, freeSize=778.70 MB, max=779.50 MB, blockCount=0, accesses=0, hits=0, hitRatio=0, cachingAccesses=0, cachingHits=0, cachingHitsRatio=0,evictions=119, evicted=0, evictedPerRun=0.0
2019-02-09 16:03:04,811 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=819.83 KB, freeSize=778.70 MB, max=779.50 MB, blockCount=0, accesses=0, hits=0, hitRatio=0, cachingAccesses=0, cachingHits=0, cachingHitsRatio=0,evictions=149, evicted=0, evictedPerRun=0.0
2019-02-09 16:08:04,811 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=819.83 KB, freeSize=778.70 MB, max=779.50 MB, blockCount=0, accesses=0, hits=0, hitRatio=0, cachingAccesses=0, cachingHits=0, cachingHitsRatio=0,evictions=179, evicted=0, evictedPerRun=0.0
2019-02-09 16:13:04,811 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=819.83 KB, freeSize=778.70 MB, max=779.50 MB, blockCount=0, accesses=0, hits=0, hitRatio=0, cachingAccesses=0, cachingHits=0, cachingHitsRatio=0,evictions=209, evicted=0, evictedPerRun=0.0
2019-02-09 16:17:08,086 INFO  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Unable to read additional data from server sessionid 0x168d1aa2ca00007, likely server has closed socket, closing socket connection and attempting reconnect
2019-02-09 16:17:08,087 INFO  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Unable to read additional data from server sessionid 0x168d1aa2ca00006, likely server has closed socket, closing socket connection and attempting reconnect
2019-02-09 16:17:08,087 INFO  [master/tech-vm/127.0.1.1:16000-SendThread(localhost:2181)] zookeeper.ClientCnxn: Unable to read additional data from server sessionid 0x168d1aa2ca00005, likely server has closed socket, closing socket connection and attempting reconnect
2019-02-09 16:17:08,087 INFO  [main-SendThread(localhost:2181)] zookeeper.ClientCnxn: Unable to read additional data from server sessionid 0x168d1aa2ca00002, likely server has closed socket, closing socket connection and attempting reconnect
2019-02-09 16:17:09,246 INFO  [master/tech-vm/127.0.1.1:16000-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:09,248 WARN  [master/tech-vm/127.0.1.1:16000-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00005 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:09,411 INFO  [main-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:09,412 WARN  [main-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:09,450 INFO  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:09,451 WARN  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00006 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:09,992 INFO  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:09,993 WARN  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00007 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:10,606 INFO  [master/tech-vm/127.0.1.1:16000-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:10,607 WARN  [master/tech-vm/127.0.1.1:16000-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00005 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:10,645 INFO  [main-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:10,646 WARN  [main-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:10,658 INFO  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:10,660 WARN  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00006 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:11,805 INFO  [main-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:11,806 WARN  [main-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:11,811 INFO  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:11,812 WARN  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00007 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:11,855 INFO  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:11,856 WARN  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00006 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:12,453 INFO  [master/tech-vm/127.0.1.1:16000-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:12,454 WARN  [master/tech-vm/127.0.1.1:16000-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00005 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:13,389 INFO  [main-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:13,389 WARN  [main-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:13,498 INFO  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:13,499 WARN  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00007 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:13,789 INFO  [master/tech-vm/127.0.1.1:16000-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:13,790 WARN  [master/tech-vm/127.0.1.1:16000-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00005 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:13,818 INFO  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:13,819 WARN  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00006 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:14,977 INFO  [main-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:14,977 WARN  [main-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:15,000 INFO  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:15,000 WARN  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00007 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:15,333 INFO  [master/tech-vm/127.0.1.1:16000-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:15,334 WARN  [master/tech-vm/127.0.1.1:16000-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00005 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:15,417 INFO  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:15,418 WARN  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00006 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:16,713 INFO  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:16,714 WARN  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00007 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:16,844 INFO  [main-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:16,845 WARN  [main-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:17,094 INFO  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:17,094 WARN  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00006 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:17,161 INFO  [master/tech-vm/127.0.1.1:16000-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:17,162 WARN  [master/tech-vm/127.0.1.1:16000-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00005 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:18,353 INFO  [main-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:18,354 WARN  [main-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:18,715 INFO  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:18,716 WARN  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00007 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:18,791 INFO  [master/tech-vm/127.0.1.1:16000-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:18,792 WARN  [master/tech-vm/127.0.1.1:16000-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00005 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:18,878 INFO  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:18,879 WARN  [tech-vm:16000.activeMasterManager-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00006 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:20,296 INFO  [master/tech-vm/127.0.1.1:16000-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:20,298 WARN  [master/tech-vm/127.0.1.1:16000-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00005 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:717)
	at org.apache.zookeeper.ClientCnxnSocketNIO.doTransport(ClientCnxnSocketNIO.java:361)
	at org.apache.zookeeper.ClientCnxn$SendThread.run(ClientCnxn.java:1081)
2019-02-09 16:17:20,350 INFO  [main-SendThread(localhost:2181)] zookeeper.ClientCnxn: Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-02-09 16:17:20,351 WARN  [main-SendThread(localhost:2181)] zookeeper.ClientCnxn: Session 0x168d1aa2ca00002 for server null, unexpected error, closing socket connection and attempting reconnect
java.net.ConnectException: Connection refused
